utterance,normalized_utterance,matched_concept,similarity_score,distance_to_centroid,is_main_concept,is_repeated
and her coachman will turn back into mice and the coach into a pumpkin.,and her coachman will turn back into mice and the coach into a pumpkin.,The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.4158,0.5842,True,
"So she runs out, runs down the stairs,.","she runs out, runs down the stairs",She ran down the stairs.,0.4946,0.5054,True,
and loses one of her glass slippers.,and loses one of her glass slippers.,As she was running down the stairs she lost one of the glass slippers.,0.5565,0.4435,True,True
"Um,.",,,0.1262,0.8738,False,False
"and the prince runs after her, but all he can find is her glass slipper.","and the prince runs after her, but all he can find is her glass slipper.",Prince finds Cinderella’s shoe.,0.6967,0.3033,True,True
"So, She gets back home, um, and he's so smitten with her.","She gets back home, and he's so smitten with her",Prince falls in love with Cinderella.,0.4403,0.5597,True,
"that He said, they say he will go around to all the women in the In the land,.","that He said, they say he will go around to all the women in the In the land,.",,0.1643,0.8357,False,False
and he will try on.,and he will try on.,,0.1315,0.8685,False,False
"That slipper on their feet,.","That slipper on their feet,.",The slipper didn’t fit the stepsisters.,0.31,0.69,True,
"if it fits, then He will know that it's his true love from the fall.","if it fits, then He will know that it's his true love from the fall.",The slipper fits Cinderella perfectly.,0.2399,0.7601,True,
So they get to Cinderella's house.,they get to Cinderella's house,Prince comes to Cinderella's house.,0.8101,0.1899,True,True
and the stepsisters try on the shoe.,and the stepsisters try on the shoe.,The slipper didn’t fit the stepsisters.,0.5882,0.4118,True,
"and it doesn't fit,.","and it doesn't fit,.",The slipper didn’t fit the stepsisters.,0.1782,0.8218,True,
but he sees Cinderella.,but he sees Cinderella.,Prince finds Cinderella’s shoe.,0.6225,0.3775,True,True
"and puts it on her foot,.","and puts it on her foot,.",He put the slipper on Cinderella’s foot.,0.4277,0.5723,True,
and it fits.,and it fits.,The slipper fits Cinderella perfectly.,0.2118,0.7882,True,True
"She is his true love, they get married.","She is his true love, they get married.",Prince falls in love with Cinderella.,0.4144,0.5856,True,True
"And the stepmother and stepsisters are very sad that , um,.","And the stepmother and stepsisters are very sad that, ",Stepmother/stepsisters were mean to Cinderella.,0.5659,0.4341,True,
"that they live happily, happily ever after.","that they live happily, happily ever after.",Cinderella and the prince lived happily ever after.,0.391,0.609,True,
